dataset,model,encoder_profile,population,K,reference,alternative,control_family,rank_origin,intervention,catalog_size,eligible_queries,highest_relevance_pairs,queries_with_any_change,queries_with_exact_zero_net_and_changes,within_query_cancellation_fraction,within_query_cancellation_conditional,cancellation_all_denominator,cancellation_conditional_denominator,queries_positive_net,queries_negative_net,positive_query_net_mass,negative_query_net_mass,across_query_cancellation_mass,within_query_balanced_exchange_mass,bootstrap_seed,bootstrap_draws,ci_type,any_membership_change_fraction_ci_low,any_membership_change_fraction_ci_high,exact_zero_net_with_changes_fraction_ci_low,exact_zero_net_with_changes_fraction_ci_high,cancellation_conditional_ci_low,cancellation_conditional_ci_high,conditional_bootstrap_valid_draws,aggregation,reference_recall,reference_recall_ci_low,reference_recall_ci_high,alternative_recall,alternative_recall_ci_low,alternative_recall_ci_high,gain_fraction,gain_fraction_ci_low,gain_fraction_ci_high,loss_fraction,loss_fraction_ci_low,loss_fraction_ci_high,net_delta,net_delta_ci_low,net_delta_ci_high,membership_change_fraction,membership_change_fraction_ci_low,membership_change_fraction_ci_high,retained_total,newly_included_total,newly_omitted_total,absent_in_both_total,raw_mean_schedule_recall,delta_vs_mean_schedules,delta_vs_mean_schedules_ci_low,delta_vs_mean_schedules_ci_high
wands,bge_base,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,308,21299,184,72,0.2337662337662337,0.391304347826087,308,184,61,51,0.0121603453103379,0.0104507888672559,0.0209015777345119,0.0242510649024426,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.5422077922077922,0.6525974025974026,0.185064935064935,0.2824675324675325,0.3206414875427454,0.4623129086291673,10000,query_macro,0.3610458935456568,0.3223411098879199,0.4008052032843102,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.0242858777615592,0.0180543019359748,0.0330538326067951,0.0225763213184773,0.0170973005809253,0.0293552716462375,0.0017095564430819,-0.0072385912411107,0.0116487957972624,0.0468621990800365,0.0377888307516997,0.0575834177594097,2234,390,373,18302,0.3603798398820579,0.0023756101066808,-0.0049882396524836,0.0108743761408572
wands,bge_base,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,308,21299,159,29,0.0941558441558441,0.1823899371069182,308,159,69,61,0.0139453750464256,0.0095630304596159,0.0191260609192318,0.0246466928589425,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.4577922077922078,0.5714285714285714,0.0616883116883116,0.1266233766233766,0.1233766233766233,0.2440510797342192,10000,query_macro,0.6317092063148236,0.5936757829178482,0.6699870540200549,0.6360915509016335,0.5979631936357152,0.6741674388796026,0.0262687214758969,0.0190669115278985,0.0358426838371584,0.0218863768890872,0.0172724066994843,0.0272778794904435,0.0043823445868097,-0.0039482554722341,0.0147201550120149,0.0481550983649842,0.0388140161202611,0.0593339059933068,7663,647,649,12340,0.6362025687113682,-0.0001110178097346,-0.0060899206281118,0.0057705384562796
wands,bge_base,native,primary_existing_evaluation,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,308,21299,185,69,0.224025974025974,0.372972972972973,308,185,66,50,0.0102006946219926,0.0064146410375086,0.0128292820750173,0.0269416307045975,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.5454545454545454,0.6525974025974026,0.1785714285714285,0.2694805194805195,0.3043478260869565,0.4427860696517413,10000,query_macro,0.3610458935456568,0.3223411098879199,0.4008052032843102,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.0236715099742914,0.0192037980201288,0.0287733787560102,0.0198854563898074,0.0165099240968378,0.0235942690920674,0.0037860535844839,-0.0008401044890339,0.00887499540704,0.0435569663640988,0.0370351350533684,0.0506340899633327,2195,424,412,18268,0.3603798398820579,0.0044521072480828,3.3543626439682666e-05,0.0093230630803877
wands,bge_base,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,308,21299,157,34,0.1103896103896103,0.2165605095541401,308,157,69,54,0.0189262811663232,0.0149875597894788,0.0299751195789577,0.0272601216311541,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.4545454545454545,0.564935064935065,0.0779220779220779,0.1461038961038961,0.1538461538461538,0.2823593350383631,10000,query_macro,0.6317092063148236,0.5936757829178482,0.6699870540200549,0.635647927691668,0.5978617383501231,0.6739888410387554,0.0325563419819003,0.0227789399186752,0.0448637960375914,0.0286176206050559,0.020875741792256,0.0383933070429021,0.0039387213768444,-0.0096778509822454,0.0186118354163914,0.0611739625869563,0.0477721595944433,0.0768385004379765,7630,687,682,12300,0.6362025687113682,-0.0005546410197,-0.0100416448618312,0.0087966265773285
wands,bge_base,native,primary_existing_evaluation,20,C0,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,308,21299,216,45,0.1461038961038961,0.2083333333333333,308,216,74,97,0.0269947394595908,0.024903108068504,0.049806216137008,0.0796177729670651,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6493506493506493,0.7532467532467533,0.1071428571428571,0.185064935064935,0.1554378992907087,0.2638954402515722,10000,query_macro,0.3610458935456568,0.3223411098879199,0.4008052032843102,0.3631375249367437,0.3232936146818519,0.4042752123996833,0.0668036259431234,0.0557536923401882,0.0792846382530867,0.0647119945520365,0.0558895209397812,0.073972062910742,0.0020916313910868,-0.0110550550294871,0.0162100248005215,0.13151562049516,0.115961499713169,0.1477664156271419,1442,1084,1165,17608,0.3603798398820579,0.0027576850546857,-0.0099098853461174,0.0161312406633375
wands,bge_base,native,primary_existing_evaluation,100,C0,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,308,21299,208,18,0.0584415584415584,0.0865384615384615,308,208,99,91,0.0440579240553771,0.0423963753280262,0.0847927506560524,0.0754907628871199,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6233766233766234,0.7272727272727273,0.0324675324675324,0.0876623376623376,0.0502506826369289,0.1273584905660377,10000,query_macro,0.6317092063148236,0.5936757829178482,0.6699870540200549,0.6333707550421745,0.593256444553826,0.6732638298330071,0.081803305498937,0.0662681284328434,0.0990714670608253,0.0801417567715861,0.0676824801084985,0.0938026056427586,0.0016615487273508,-0.0191689282959504,0.0233783180459404,0.1619450622705232,0.1414251130877185,0.1837928573433099,6286,1898,2026,11089,0.6362025687113682,-0.0028318136691935,-0.0200756800700653,0.0148937784092513
wands,gte_modernbert,native,primary_existing_evaluation,20,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,308,21299,196,71,0.2305194805194805,0.3622448979591837,308,196,59,66,0.0125816292307106,0.0141432311814759,0.0251632584614212,0.0384576677249289,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.5811688311688312,0.6883116883116883,0.185064935064935,0.2792207792207792,0.2961165048543689,0.4300518134715025,10000,query_macro,0.3590122121997165,0.3205031140572743,0.3989071051779426,0.3574506102489512,0.3186388232308594,0.3974150131710015,0.0318104630931751,0.0250465407079194,0.0406594484028411,0.0333720650439404,0.0274600911082973,0.040164878097218,-0.0015616019507653,-0.0107924604235908,0.0086859009563051,0.0651825281371155,0.0553973746260442,0.0761968661737128,2078,510,514,18197,0.3560283297395676,0.0014222805093835,-0.0046925544555093,0.0083562421993054
wands,gte_modernbert,native,primary_existing_evaluation,100,C0,lexical_ascending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,308,21299,168,27,0.0876623376623376,0.1607142857142857,308,168,66,75,0.0133564223326243,0.0155371928646257,0.0267128446652486,0.0299206002280653,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.4902597402597403,0.6006493506493507,0.0584415584415584,0.1201298701298701,0.1065088757396449,0.217877094972067,10000,query_macro,0.6284846398927832,0.5904194971065496,0.6662912726267144,0.6263038693607819,0.5879489891602868,0.6640458136821764,0.028316722446657,0.0221442555406834,0.0358366787934293,0.0304974929786583,0.0234812666735231,0.0393502929205587,-0.0021807705320013,-0.0126860482378092,0.0076390834227685,0.0588142154253154,0.0485886269394477,0.070293748683404,7256,768,826,12449,0.6256632572175707,0.0006406121432112,-0.004404283994919,0.0060551119820199
wands,gte_modernbert,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,308,21299,193,74,0.2402597402597402,0.3834196891191709,308,193,49,70,0.0081011359396407,0.0170925825209952,0.0162022718792815,0.0364331634046442,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.5746753246753247,0.6818181818181818,0.1948051948051948,0.288961038961039,0.3176423902894491,0.4526315789473684,10000,query_macro,0.3590122121997165,0.3205031140572743,0.3989071051779426,0.350020765618362,0.3113125305648984,0.390271726221475,0.0263177176419628,0.0218507849351418,0.0311617750832901,0.0353091642233173,0.028684670268393,0.0426091210742888,-0.0089914465813544,-0.0169588368504194,-0.001501837086068,0.0616268818652802,0.0529380769288188,0.0710218304369189,2063,506,529,18201,0.3560283297395676,-0.0060075641212055,-0.0119848964951222,-0.0001674962944527
wands,gte_modernbert,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,308,21299,169,18,0.0584415584415584,0.1065088757396449,308,169,65,86,0.0122685419476659,0.0218436452149321,0.0245370838953319,0.0318403082029344,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.4935064935064935,0.6038961038961039,0.0324675324675324,0.0844155844155844,0.062111801242236,0.15527950310559,10000,query_macro,0.6284846398927832,0.5904194971065496,0.6662912726267144,0.6189095366255171,0.5804010464212848,0.6573539097244837,0.0281886960491332,0.0221826191295132,0.0354586245181049,0.0377637993163993,0.0282083860102471,0.0495392293620604,-0.0095751032672661,-0.0228622950227485,0.0022559762503868,0.0659524953655325,0.0538974803356857,0.079441576733248,7185,800,897,12417,0.6256632572175707,-0.0067537205920535,-0.0167095956879555,0.0015591194395362
wands,gte_modernbert,native,primary_existing_evaluation,20,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,308,21299,189,72,0.2337662337662337,0.3809523809523809,308,189,62,55,0.0105154464994049,0.0097027535341233,0.0194055070682466,0.0357948000160939,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.5584415584415584,0.6688311688311688,0.1883116883116883,0.2824675324675325,0.3114754098360656,0.4507772020725388,10000,query_macro,0.3590122121997165,0.3205031140572743,0.3989071051779426,0.3598249051649981,0.3210758814735402,0.4000204452957723,0.0284128465074518,0.0237626576727654,0.0334183278465026,0.0276001535421703,0.0225417124964306,0.0334222007035523,0.0008126929652815,-0.005637380932388,0.0067761976053848,0.0560130000496221,0.0481511353685371,0.0644950856850202,2115,486,477,18221,0.3560283297395676,0.0037965754254304,-0.0017820721332827,0.0092272248371032
wands,gte_modernbert,native,primary_existing_evaluation,100,C0,field_priority_type,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,42994,308,21299,164,23,0.0746753246753246,0.1402439024390244,308,164,76,65,0.0124823829560615,0.0146396690503056,0.0249647659121231,0.0292580721364327,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.4772727272727273,0.5876623376623377,0.0454545454545454,0.1071428571428571,0.0898859584202381,0.1962025316455696,10000,query_macro,0.6284846398927832,0.5904194971065496,0.6662912726267144,0.6263273537985391,0.5880091536191421,0.6642960734514484,0.0271114190242779,0.0223156692414139,0.0325419871886026,0.029268705118522,0.0222660161287836,0.0382549076107819,-0.0021572860942441,-0.0119576575702811,0.0062670835155397,0.0563801241428,0.0471625570123281,0.0670442413291998,7282,778,800,12439,0.6256632572175707,0.0006640965809684,-0.004413904093603,0.0056003225628495
wands,gte_modernbert,native,primary_existing_evaluation,20,C0,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,308,21299,225,54,0.1753246753246753,0.24,308,225,87,84,0.0292072134445238,0.0302065156769433,0.0584144268890476,0.0571918929917814,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6818181818181818,0.7792207792207793,0.1331168831168831,0.2175324675324675,0.1842077736181457,0.2970332056790584,10000,query_macro,0.3590122121997165,0.3205031140572743,0.3989071051779426,0.358012909967297,0.3194672050953178,0.3982604173633404,0.0578031599404145,0.0463975005151187,0.0710595201988134,0.058802462172834,0.0483906936118533,0.0707771843882964,-0.0009993022324194,-0.0174624206554008,0.015859383563715,0.1166056221132486,0.1009257478215407,0.1342691277910764,1752,828,840,17879,0.3560283297395676,0.0019845802277294,-0.0127805472329625,0.0166394125734463
wands,gte_modernbert,native,primary_existing_evaluation,100,C0,historical_M2_template,changes framing and section placement,inherited ranks,catalog_wide,42994,308,21299,191,23,0.0746753246753246,0.1204188481675392,308,191,85,83,0.0178828544238346,0.0218383368962686,0.0357657088476693,0.0589358034193383,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.564935064935065,0.672077922077922,0.0454545454545454,0.1038961038961039,0.0753768844221105,0.1675977653631284,10000,query_macro,0.6284846398927832,0.5904194971065496,0.6662912726267144,0.6245291574203493,0.5864946627245298,0.6621462950478019,0.0473507561335038,0.0400427034944755,0.0555533632394803,0.0513062386059377,0.0422650435281851,0.0618604897251657,-0.0039554824724339,-0.0151852340741874,0.0063323721920984,0.0986569947394416,0.0853561276155999,0.1132234009975782,6676,1335,1406,11882,0.6256632572175707,-0.0011340997972213,-0.0089612539638997,0.0065920350172324
esci,minilm,native,primary_existing_evaluation,20,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,499,4434,61,7,0.0140280561122244,0.1147540983606557,499,61,20,34,0.0045381740620043,0.0090933670719964,0.0090763481240086,0.001383077510332,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.094188376753507,0.1523046092184369,0.0040080160320641,0.0260521042084168,0.0416666666666666,0.2,10000,query_macro,0.6795206657015723,0.6496839745611632,0.7085766975350755,0.6749654726915801,0.6453063930287691,0.7037249775568533,0.0052297128171703,0.0027916323061504,0.0083443013341397,0.0097849058271624,0.0060180537938398,0.0143952128557726,-0.0045551930099921,-0.0097678297385309,0.0004929350479132,0.0150146186443328,0.0104085538020212,0.0203987900246652,2753,27,46,1608,0.6757624643186992,-0.0007969916271191,-0.0049080257754171,0.0034389282156738
esci,minilm,native,primary_existing_evaluation,100,C0,lexical_ascending,pure complete-entry sorting,reused inherited exact ranks,catalog_wide,10076,499,4434,14,1,0.002004008016032,0.0714285714285714,499,14,10,3,0.0036434507376391,0.0008851035404141,0.0017702070808283,0.0004008016032064,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.0140280561122244,0.0440881763527054,0.0,0.0060120240480961,0.0,0.25,10000,query_macro,0.8613586583093018,0.8371598645791339,0.8845142225667798,0.8641170055065267,0.8405020236484846,0.8868598062693815,0.0038438515392423,0.0009729782575473,0.008551607043591,0.0010855043420173,0.0001336005344021,0.0024549098196392,0.0027583471972249,-0.0004525809861481,0.0075713389816596,0.0049293558812596,0.0016454107849398,0.0098927554576352,3863,12,4,555,0.8619282922438799,0.0021887132626468,3.194523829543863e-05,0.0046753859867587
esci,minilm,native,primary_existing_evaluation,20,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,73,12,0.0240480961923847,0.1643835616438356,499,73,25,36,0.0068163762077906,0.011129493827979,0.0136327524155812,0.0035520371161735,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.1162324649298597,0.1783567134268537,0.0120240480961923,0.0380761523046092,0.0821917808219178,0.2535263821736387,10000,query_macro,0.6795206657015723,0.6496839745611632,0.7085766975350755,0.675207548081384,0.6458683599288302,0.7037463400403101,0.0085923947658773,0.0045749674074832,0.0140711442545305,0.0129055123860657,0.008196589277602,0.0188625491322708,-0.0043131176201884,-0.0113420056610345,0.0029574183277894,0.0214979071519431,0.0149087856145206,0.0295271555272261,2744,44,55,1591,0.6757624643186992,-0.0005549162373154,-0.0041954687304111,0.0031554163849263
esci,minilm,native,primary_existing_evaluation,100,C0,lexical_descending,pure complete-entry sorting,"new controlled retrieval, frozen pretrained encoder; not regenerated raw ranks",catalog_wide,10076,499,4434,25,2,0.0040080160320641,0.08,499,25,13,10,0.0054333636748466,0.0029773944603603,0.0059547889207207,0.0006012024048096,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.032064128256513,0.0701402805611222,0.0,0.0100200400801603,0.0,0.2,10000,query_macro,0.8613586583093018,0.8371598645791339,0.8845142225667798,0.863814627523788,0.840181045614956,0.8865508712860548,0.0057339648772514,0.00195415632853,0.0110010795400324,0.0032779956627652,0.0012086402241712,0.0059367260995517,0.0024559692144862,-0.0022252721532531,0.0081216075730103,0.0090119605400166,0.0044602515331473,0.0147862041793654,3853,16,14,551,0.8619282922438799,0.0018863352799081,-0.0004275139211977,0.0045514905886094
