query_id,query,query_type
12176,baby shower gifts,product_type
12432,backless tanks,brand_entity_proxy
12557,badges without borders,product_type
12664,baking soda bulk,product_type
12809,balloons co,brand_entity_proxy
13089,bar stools,brand_entity_proxy
13169,barbie holder,brand_entity_proxy
13471,bass amp headphones,product_type
13639,bath salts unicorn,product_type
13785,bathroom storage shelf,product_type
13954,battery powered inverter generator,product_type
14346,beat belle,brand_entity_proxy
14880,ben 10 ver,attribute_constraint
14882,ben affleck batman funko pop,multi_constraint
15154,best sellers,brand_entity_proxy
15164,best sleep aid for insomnia,multi_constraint
15311,beyblade',brand_entity_proxy
15647,big joe bean bag covers only without filling,long_descriptive
15716,big&j deer attractant,product_type
15777,bike rear wheel parts,product_type
15807,biker jeans for boys size 8,multi_constraint
16613,black laced up shorts,attribute_constraint
16684,black nike pants,attribute_constraint
17384,blue friends coffee mug big,multi_constraint
17607,bluetooth mouse for laptop without usb receiver,multi_constraint
17689,blush ruffle sleeve dress,product_type
17742,bmx stuff for kids,product_type
18356,book prepared not scared,product_type
18553,boppy nursing pillow without cover,multi_constraint
18679,bose sunglasses,brand_entity_proxy
18682,bose wireless headphones,product_type
18932,bounce pro 14 ft trampoline enclosure,multi_constraint
19053,boxer briefs spandex,product_type
19134,boyfriend shirts for men,product_type
19268,boys shoes size 1,attribute_constraint
19369,bracelet for men tommy hilfiger,multi_constraint
19372,bracelet making kit age 8,multi_constraint
19380,braces,brand_entity_proxy
19619,breaking the habit of being yourself,multi_constraint
19694,brene brown the gifts of imperfection,multi_constraint
19953,brooks ghost 12 women,attribute_constraint
20037,brown belt without buckle,attribute_constraint
20185,bt21 folder,attribute_constraint
20307,budesonide,brand_entity_proxy
20315,budhas statues,brand_entity_proxy
20385,bug outdoor repellent,product_type
20500,bulk pens,brand_entity_proxy
20523,bulldogs and barbell,product_type
20788,business notepad,brand_entity_proxy
21481,calcium for chameleons without d3,multi_constraint
21645,calligraphy pens for beginners,product_type
22173,camping house for 4 people,multi_constraint
22211,can coke pack 12,attribute_constraint
22441,canon eos rebel t3 remote,multi_constraint
22639,captain hook coat women,product_type
23148,cargill uncertain,brand_entity_proxy
23260,carol berkin,brand_entity_proxy
23744,cat and jack shoe,product_type
24082,cbd tea,brand_entity_proxy
24402,ceramic plates,brand_entity_proxy
24504,cetaphil night,brand_entity_proxy
24668,chamarra polo hombre,product_type
24697,champion hoodie boys,product_type
24831,changing table,product_type
25132,cheap white dress shoes,attribute_constraint
25426,chicago cubs shorts mens,product_type
25497,chiefs football costumes for boys,multi_constraint
25516,child fitted pajamas beige,product_type
25591,childrens memoirs disability,product_type
26321,cinnamon sticks for potpourri,product_type
26642,claypool lennon delirium vinyl,product_type
26872,clinical terms psychotherapy notes,product_type
27927,colorful wands,brand_entity_proxy
28198,compact projector,brand_entity_proxy
28637,controle de play,product_type
29049,cordless wall hanging fountains,product_type
29123,corn hole cover for boards,multi_constraint
29488,cotton paper deckled edges,product_type
29596,couple earmuffs,brand_entity_proxy
29729,cowitness riser,brand_entity_proxy
29868,crank brothers pedals,product_type
29928,crazy rings for women,product_type
29941,cream colored flower girl dress size 24 month,long_descriptive
29945,cream flat shoelaces,product_type
29952,cream v neck t shirt women,multi_constraint
30020,creme hoodie men,product_type
30318,cross necklace for women 14k gold,multi_constraint
31573,dark green flannel for women,multi_constraint
31659,dash phone mount bag,product_type
31724,david yurman medium braclet 11 mm,multi_constraint
31889,deadliest catch season 5,attribute_constraint
32142,deer plush pillow,product_type
32164,defribilator portable,brand_entity_proxy
32311,demi moore,brand_entity_proxy
32350,denin dress for women,product_type
32351,denis daily backpack,product_type
32430,depends night defense large for women,multi_constraint
32612,desk gadgets for office,product_type
32812,dewalt 20v xr oscillating,attribute_constraint
32917,diabetic shoes for men,product_type
33004,diamond watch,product_type
33735,disinfecting wipes,brand_entity_proxy
34128,do not grow up party decorations,multi_constraint
34229,dodge cummins exhaust system,product_type
34443,dog hip joint c.f.,multi_constraint
34775,donkey and diddy kong,product_type
34817,door cat toy,product_type
35117,dr adorable jojoba oil organic,multi_constraint
35242,dragon ball z dvd season 1,multi_constraint
35755,drywall sander dustless,product_type
36669,ed fowler,brand_entity_proxy
36678,ed219rbk,attribute_constraint
36753,educational baking game,product_type
36912,el juego de las llaves,multi_constraint
36960,elago black xs max case,multi_constraint
37451,embellished wedge sandals for women,multi_constraint
37466,embroidery hoop without screw,product_type
37498,emergency go bag,product_type
37670,energen-c electrolutes,product_type
37789,entertainment stand for tv up to 90,multi_constraint
38679,exploding kitten party pack,product_type
39022,ez up tent light,product_type
39107,fabric shelves,brand_entity_proxy
39157,face make for 10,attribute_constraint
39263,facial dark spot cream,product_type
40165,fiestaware clearance,brand_entity_proxy
40292,film for lights,product_type
40356,financial software for windows 10,multi_constraint
40483,fire screen for fire pit,multi_constraint
40528,fireball cotton,brand_entity_proxy
40573,firestick,brand_entity_proxy
40615,first grade team shirts women,multi_constraint
40834,fitbit charge 3,attribute_constraint
41423,floral,brand_entity_proxy
41492,flourite substrate black,attribute_constraint
41502,flower centerpiece,brand_entity_proxy
41795,foldable beach hat,product_type
42118,ford sport trac sunshade small,multi_constraint
42332,fox racing hats,product_type
42405,france shorts,brand_entity_proxy
42445,freddy krueger jack in the box,multi_constraint
42964,fuel bladder marine,product_type
42968,fuel filter 5.7 chevy,multi_constraint
43579,funny sweatshirts for women,product_type
43948,galaxy note 10,attribute_constraint
43961,galaxy note 10 plus screen protector and camera,long_descriptive
43983,galaxy s10 case black and gold,multi_constraint
44424,garden wall,brand_entity_proxy
44706,gear america shackles,product_type
44816,gem frost,brand_entity_proxy
44845,gene winfield,brand_entity_proxy
44960,georgia bulldogs t shirts for men,multi_constraint
45294,gifts from poland,product_type
45464,girl scout patches,product_type
45588,girls electric ride on scooter,multi_constraint
45713,girls trumk,brand_entity_proxy
45745,girls zero exposure winter coat,multi_constraint
45843,glass dome lamp shade,product_type
45928,glass water bottle hot and cold 32,multi_constraint
45990,glitter pink htv,product_type
46008,globe walking stick,product_type
46089,glow worm,brand_entity_proxy
46097,glowstrike darts,brand_entity_proxy
46149,gm original equipment ignition knock,multi_constraint
46177,gnc women's ultra mega without iron & iodine,long_descriptive
46471,gold rhinestone sandals for women,multi_constraint
46910,goumikids mittens,brand_entity_proxy
47106,graphic novels for kids 9-12,multi_constraint
47213,gray swim shorts for women tummy tuck swim bottom shorts,long_descriptive
47217,gray throw blanket sherpa,attribute_constraint
47526,grid mirror,product_type
47631,groceries ebt eligible snacks,product_type
47857,gucci cologne for men gift set,multi_constraint
47892,gues book,brand_entity_proxy
48397,hair salon kit for women,multi_constraint
48914,handheld laser welding machine,product_type
48929,handicraftworldart,brand_entity_proxy
49077,hangover relief,brand_entity_proxy
49201,hardbody supplements,brand_entity_proxy
49481,hawaii baby pool,product_type
49972,heavy duty bicycle tubes,product_type
50118,hellboy toy,product_type
50311,heroine make long and curl mascara,multi_constraint
50356,hex wrench socket sets,product_type
50494,high heel shoe chair,product_type
51056,homegoing yaa gyasi paperback,product_type
51227,hooey hats for men,product_type
51454,"hot tub heater element, balboa",multi_constraint
52230,hydro flask 16 oz wide mouth,multi_constraint
52255,hydro flask wide mouth 20 ounce,multi_constraint
52348,i am blessed hands edge control,multi_constraint
52482,i was not the blossom,multi_constraint
52830,im not your perfect mexican daughter,multi_constraint
53042,indian wedding clothes for men,multi_constraint
53114,induro gimbal head,product_type
53284,inflatable travel pillow with pump,multi_constraint
53328,ink cartridges hp 67xl black and color,multi_constraint
53451,instant pot 3 quart,attribute_constraint
54039,iphone 11 max screen protector,multi_constraint
54044,iphone 11 pri,attribute_constraint
54558,iphone x refurbished,product_type
54634,iphone xs bee case,product_type
54889,iron chest master,product_type
55280,jabra elite 65t,attribute_constraint
55365,jade oil,brand_entity_proxy
55531,jars without lids,product_type
55677,jeans cintura elastica mujer,product_type
56281,joovy vent,brand_entity_proxy
56758,jvc lt-22mar400,attribute_constraint
57100,kayak storage,product_type
57276,kerastase shampoo without sulfates,product_type
57921,kids nylon backpack,product_type
58044,kids toothbrush batman,product_type
58233,kindle unlimited audiobooks,product_type
58514,kitchen aid mixer bowl,product_type
58597,kitchen pans set,product_type
59963,laptop under 300 dollars,attribute_constraint
60628,leanmode stimulant free fat burner & weight loss support,long_descriptive
61329,lego ninjago costume,product_type
61522,lens filter for olympus tg6 water camera,multi_constraint
61574,leopard scrunchie,brand_entity_proxy
61598,lepower-reading-gooseneck-temperature-changeable,multi_constraint
61723,levis jeans for men 559,multi_constraint
61798,lg aristo 3 phone case wallet,multi_constraint
61830,lg internal 24x super multi with m-disc support dvd burner,long_descriptive
61961,library kit,brand_entity_proxy
62478,lightweight mechanics gloves,product_type
62513,lil peep hoodies,product_type
62558,lime green fitted hat,attribute_constraint
62858,liquor opener,brand_entity_proxy
62937,little girl book,product_type
62954,little girls princess dress up clothes,multi_constraint
63291,logitech computer headset with microphone usb,multi_constraint
63701,loreal hair color 8 1/2,multi_constraint
63917,low calorie cookbooks,product_type
63927,low card flour,product_type
64191,lululemon tee shirts women,product_type
64212,lumi spa - nu skin,product_type
64296,lus brand hair products curls,multi_constraint
64880,magnet phone case for samsung galaxy note 10 plus,long_descriptive
65197,makita impact drill,product_type
65347,mamoru hosoda,brand_entity_proxy
65397,mandalorian this is the way,multi_constraint
65683,maraschino cherries without stems,product_type
65798,marinator injector,brand_entity_proxy
66004,marvel lego minifigures set,product_type
66062,mary trump,brand_entity_proxy
66396,matrix black and decker,attribute_constraint
66421,matte texture clay,product_type
66476,matx case,brand_entity_proxy
66494,maven rifle scopes,product_type
67075,membrain gaming keyboard,product_type
67189,men in black costumes,attribute_constraint
67570,mens dragon alliance nfx2,attribute_constraint
67637,mens grizzley bear hat,product_type
67712,mens lee x-treme comfort pants,multi_constraint
67844,mens safety magnetic rubber bracelets,multi_constraint
67894,mens slippers size 9,attribute_constraint
68340,metal bed frame queen,attribute_constraint
68572,mg mug,brand_entity_proxy
69025,mighty sight,brand_entity_proxy
69269,mineral drops for reverse osmosis water,multi_constraint
69657,minnie mouse shirts for women,multi_constraint
69695,miracle noodles,brand_entity_proxy
69739,mirror lifht with tv,product_type
70263,molle gear,brand_entity_proxy
70625,moped headlight assembly,product_type
70787,mother goose gyo fujikawa,product_type
71186,mp3 player without radio,attribute_constraint
71356,mtb jump,brand_entity_proxy
71655,muse hummingbird feeder,product_type
71902,myo storm,brand_entity_proxy
72088,nail swatch sticks,product_type
72127,name letters,brand_entity_proxy
72915,nesoresso vertuoline pods,product_type
73215,newborn bed prop,product_type
73282,nf the search,product_type
73400,night quil cold and flu,multi_constraint
73401,night reading lamp for bed,multi_constraint
73522,nike cortez black and pink,multi_constraint
73746,nikon lens cleaning kit,product_type
73944,nipple suckers,brand_entity_proxy
74270,nook tablet 10.1,attribute_constraint
74336,north carolina food gifts,product_type
74620,nude heel sandal,product_type
74628,nude racerback sports bra,product_type
74654,nugo dark chocolate pretzel with sea salt,multi_constraint
74782,nut free food coloring,product_type
75417,old toy trucks metal,attribute_constraint
75512,om wall decal,product_type
75831,opi meet a boy as cute as can be,long_descriptive
75925,orange and white polka dot fabric,multi_constraint
76144,organic orthopedic pillow,product_type
76820,ovenware,brand_entity_proxy
76904,oversized shirts for women,product_type
76950,oxford button down shirts for men short sleeve,long_descriptive
76969,oxo pancake spatula,product_type
77343,palm heart lasagna noodles,product_type
78347,pc video card,product_type
79143,personalized premature baby boy,product_type
79505,phone case galaxy j3 orbit,multi_constraint
80305,pink scrunchies,brand_entity_proxy
80453,pioneer mvh-210ex,attribute_constraint
80880,plant cover cloth,product_type
81029,plastic cup drink sleeve with handle,multi_constraint
81301,playset without swing,product_type
81478,plus size bohemian clothing for women,style
81547,plus size pinup clothing for women,multi_constraint
82738,potato shreds,brand_entity_proxy
82799,powdered lemonade drink mix,product_type
82836,power fusion razor,product_type
82977,prach lift leggings,product_type
83182,pressed flower frame,product_type
83573,professional fake beard short,attribute_constraint
83860,prusa i3 mk3,attribute_constraint
84011,psp,brand_entity_proxy
84333,punsher,brand_entity_proxy
84543,purple chair covers,product_type
84692,put out more flags evelyn waugh,multi_constraint
84752,pvc sheet white,attribute_constraint
84990,queen trifold mattress,attribute_constraint
85202,rachel held evans monkey town,multi_constraint
85743,raw rolling papers organix,product_type
85956,real braces for kids,product_type
87048,remove stain from bath tub,multi_constraint
87098,replacement backing for samsung galaxy s7,multi_constraint
87123,replacement spring,brand_entity_proxy
87931,roads not taken dvd,product_type
88180,rog flow x13 gv301,attribute_constraint
88972,rubberband holder for bathroom,product_type
89016,ruby glasses palstic,product_type
89094,ruger sr22 accessories,attribute_constraint
89443,s j parris,product_type
90070,samsung galaxy j4 core case with screen protector,long_descriptive
90523,santa sack medium,product_type
90653,satin rope crafts,product_type
90835,scarfs england,brand_entity_proxy
90983,science fiction books,product_type
91113,scrapbook zebra,brand_entity_proxy
91245,scx 10.2,attribute_constraint
91267,sdi to usb blackmagic,product_type
91452,secret lives of monarchs,product_type
91498,security light with socket,product_type
91539,sega genesis,brand_entity_proxy
91847,serta sheep,brand_entity_proxy
92217,shampoo,brand_entity_proxy
92320,sharon tate recollection,product_type
92627,shirt without stripes,product_type
92663,shock wave 1 aerosol,attribute_constraint
92720,shoe tree rack,product_type
92810,short bridal off the shoulder sheath dreses,multi_constraint
92928,show tights for women,product_type
93169,sigma 105mm f1.4 art nikon,multi_constraint
93559,silver signet ring women,attribute_constraint
93654,simple modern straw lid water bottle,style
93758,sink caddy for single sink,multi_constraint
94456,slimfast meal replacement bar,product_type
94846,small plastic containers with lids 1 oz,multi_constraint
94878,small round serving tray with sides,multi_constraint
94932,small tablr and chairs,attribute_constraint
95116,smartthings hub,brand_entity_proxy
95136,smartwool mens large socks heavy,multi_constraint
95453,snowflake jumbo,brand_entity_proxy
95494,snuggie,brand_entity_proxy
95886,solar survival gear,product_type
95917,sole e95 elliptical,attribute_constraint
96045,sonnect egpu,brand_entity_proxy
96401,sp 41,attribute_constraint
96535,sparkly 2 piece outfits for women sexy,multi_constraint
96819,spigen iphone xs max slim,multi_constraint
98201,stitch pajamas,brand_entity_proxy
98425,stranger things lego sets,product_type
98526,street/dirt bike,product_type
99391,superhero workout shirts for women,multi_constraint
99846,swimsuit padded push up bra,multi_constraint
100084,t150 stand,attribute_constraint
100330,tactacam reveal trail camera,product_type
100469,tales from a not so perfect pet sitter,long_descriptive
100474,talkbox keyboard,brand_entity_proxy
100637,tanning lotion outdoor,product_type
100807,tascam multitrack recorder,product_type
101683,texas home t shirt women,multi_constraint
101841,the bible james earl jones audio cd,multi_constraint
102215,the mule clint eastwood,product_type
102308,the phantom of the opera costume,multi_constraint
102732,things for ten year old girls,multi_constraint
102895,thrive hangover,brand_entity_proxy
102991,ti-nspire cas cx calculator,multi_constraint
103099,tiger shark jet ski parts,multi_constraint
103248,tin ceiling tiles bronze,product_type
103500,toad keychain,brand_entity_proxy
103612,toddler boy pants cotton,product_type
103705,toddler jogger outfits for girls,multi_constraint
104116,tool wrap,brand_entity_proxy
104212,top water fishing baits popin pickle,multi_constraint
104375,tote to carry shoes,product_type
104485,toxozers,brand_entity_proxy
104556,toy story girls clothes,product_type
104929,trash can 30 gallon outdoor,multi_constraint
105336,trivial pursuit ps4,attribute_constraint
105354,troll hair wig light blue,multi_constraint
106080,twin rollaway bed with mattress,multi_constraint
106387,ugly christmas shirt size 3xl,multi_constraint
106839,unicorn tails book,product_type
107789,vampire dolls,brand_entity_proxy
107880,vans hoodie for women,product_type
107900,vans toddler girls,product_type
108093,vegetarian womens multivitamin age 50+,multi_constraint
108571,video doorbell wedge,product_type
108769,vintage shoes for women,style
108964,vitamin k oil,product_type
109159,voodoo pins,brand_entity_proxy
109658,walter wenderley summer samba,product_type
110355,weaver high ring 30mm,attribute_constraint
110443,wedding heels for women,product_type
110695,west the american cowboy,product_type
110785,what to expect the first year,multi_constraint
110848,where the crawdads sing,product_type
110909,whisper ride 2 ride on push car pink,long_descriptive
111397,white whirlpool dishwasher,attribute_constraint
111447,whole house fan,product_type
111629,wigwam thermal,brand_entity_proxy
111828,window mount planter,product_type
111876,windows tablet with keyboard,product_type
111913,wine decorker,brand_entity_proxy
111950,wine vacuum pump,product_type
112070,wipes floor,brand_entity_proxy
112116,wired router gigabit without wifi,multi_constraint
112141,wireless charger samsung galaxy 10+,multi_constraint
112578,women on women toys,product_type
112716,women's canvas slip on sneakers,multi_constraint
113321,womens sweatshirts without hoods,product_type
113679,wooden serving trays with handles extra large,multi_constraint
114588,xsmall top fin fish filter,multi_constraint
114599,xtend elite series,product_type
114650,xylophone with harmonica,product_type
114793,ye speaker,brand_entity_proxy
114905,yellow tie,brand_entity_proxy
114954,yeti coffee travel mug,product_type
115094,yorktend not a day over fabulous wine tumbler,long_descriptive
115539,zario chapstick holder,product_type
